customer_id,latitude,longitude,demand,service_time,ready_time,due_time,time_window
64,25.450769,81.670928,6,0.25,8.8422,12.8422,08:51-12:51
65,25.357608,81.748438,8,0.2167,11.2367,15.2367,11:14-15:14
66,25.250861,81.774629,4,0.2667,10.1561,15.1561,10:09-15:09
67,25.314766,81.794006,9,0.2167,11.1804,15.1804,11:11-15:11
68,25.380614,82.019618,5,0.0833,9.9915,13.9915,09:59-13:59
69,25.488012,81.857637,8,0.0833,9.1686,14.1686,09:10-14:10
70,25.315964,81.902032,2,0.3333,12.9034,17.4034,12:54-17:24
71,25.476863,82.047261,1,0.3167,9.131,14.131,09:08-14:08
72,25.303789,81.940976,8,0.2333,9.3202,14.3202,09:19-14:19
73,25.518152,81.72627,9,0.1167,9.4035,14.4035,09:24-14:24
74,25.455149,82.057907,10,0.2833,11.9729,16.9729,11:58-16:58
75,25.607534,81.919257,4,0.1167,8.4112,12.9112,08:25-12:55
76,25.412628,81.974731,1,0.1833,8.9435,12.9435,08:57-12:57
77,25.395419,82.005446,10,0.1667,10.1601,15.1601,10:10-15:10
78,25.361015,81.712268,7,0.0833,9.8783,13.8783,09:53-13:53
79,25.28609,81.784213,3,0.2833,12.1226,16.1226,12:07-16:07
80,25.461195,81.716275,8,0.2167,11.7869,16.7869,11:47-16:47
81,25.381833,81.74624,10,0.1667,8.6329,13.1329,08:38-13:08
82,25.277897,81.962915,3,0.2167,11.146,15.146,11:09-15:09
83,25.510535,81.651785,8,0.0833,9.9508,13.9508,09:57-13:57
84,25.526922,82.021848,8,0.1833,13.1112,17.6112,13:07-17:37
85,25.629942,81.877189,6,0.2167,9.7076,14.7076,09:42-14:42
86,25.581443,81.948717,7,0.1667,10.6504,15.6504,10:39-15:39
87,25.405622,81.65582,3,0.3,10.9452,15.9452,10:57-15:57
88,25.266359,81.892123,10,0.1333,10.9921,15.9921,10:00-15:00
89,25.510433,81.978855,10,0.1167,11.1397,15.1397,11:08-15:08
90,25.297969,81.845298,10,0.2167,9.3963,14.3963,09:24-14:24
91,25.496013,81.940933,8,0.3167,10.1519,14.1519,10:09-14:09
92,25.382412,81.677717,1,0.1833,12.914,17.414,12:55-17:25
93,25.329238,81.887817,4,0.0833,10.153,14.153,10:09-14:09
94,25.356867,81.92733,5,0.3333,10.7934,15.7934,10:48-15:48
95,25.386703,82.008368,10,0.2,9.7722,14.7722,09:46-14:46
96,25.346026,81.740061,6,0.1167,12.2488,17.2488,12:15-17:15
97,25.370761,81.931366,6,0.2333,9.6847,14.6847,09:41-14:41
98,25.589229,81.950634,2,0.1667,13.1914,17.6914,13:11-17:41
99,25.571944,81.984358,8,0.3333,10.7256,15.7256,10:44-15:44
100,25.523891,81.82249,4,0.15,9.9692,13.9692,09:58-13:58
101,25.475571,81.817797,1,0.2167,9.8934,13.8934,09:54-13:54
102,25.398368,81.719526,10,0.2167,8.315,12.815,08:19-12:49
103,25.418069,82.042557,2,0.1333,11.0006,16.0006,11:00-16:00
104,25.614819,81.80742,1,0.2,8.86,13.86,08:52-13:52
105,25.450967,81.754342,1,0.1,10.7178,15.7178,10:43-15:43
106,25.399517,81.655965,5,0.25,11.752,16.752,11:45-16:45
107,25.360519,81.873756,2,0.2833,8.8216,12.8216,08:49-12:49
108,25.417896,81.987241,9,0.3333,10.3732,15.3732,10:22-15:22
109,25.598638,81.971161,6,0.1667,11.8495,16.8495,11:51-16:51
110,25.514102,81.785445,4,0.15,11.8629,16.8629,11:52-16:52
111,25.351362,81.872971,1,0.2167,8.578,13.078,08:35-13:05
112,25.475076,81.98724,5,0.2667,10.9138,15.9138,10:55-15:55
113,25.381251,82.010968,2,0.3333,11.0575,16.0575,11:03-16:03
114,25.267293,81.744908,10,0.0833,12.1951,17.1951,12:12-17:12
115,25.523002,82.041149,3,0.1333,10.0513,14.0513,10:03-14:03
116,25.477741,81.787664,5,0.15,9.0973,14.0973,09:06-14:06
117,25.440313,81.753036,1,0.15,8.4328,12.9328,08:26-12:56
118,25.401969,81.653456,2,0.2,9.8299,13.8299,09:50-13:50
119,25.335812,81.896633,3,0.3,11.9103,15.9103,11:55-15:55
120,25.305473,81.697735,1,0.0833,10.2321,15.2321,10:14-15:14
121,25.294623,81.755038,8,0.3,10.0609,14.0609,10:04-14:04
122,25.389689,81.776163,10,0.2333,11.8888,16.8888,11:53-16:53
123,25.592561,81.948143,10,0.2333,10.4755,15.4755,10:29-15:29
124,25.355994,81.89796,3,0.25,11.1678,16.1678,11:10-16:10
125,25.564567,81.884456,8,0.1,9.0842,14.0842,09:05-14:05
126,25.285671,81.85258,6,0.2667,10.0303,14.0303,10:02-14:02
127,25.366678,81.985816,1,0.1333,9.1926,14.1926,09:12-14:12
128,25.537961,81.991246,1,0.2167,8.5862,13.0862,08:35-13:05
129,25.564985,81.954981,6,0.25,10.0714,15.0714,10:04-15:04
130,25.267542,81.731891,5,0.2333,10.8449,14.8449,10:51-14:51
131,25.530609,82.038965,1,0.1667,8.8032,12.8032,08:48-12:48
132,25.565697,81.773146,10,0.1833,11.2326,16.2326,11:14-16:14
133,25.370952,81.806197,8,0.2,8.5494,13.0494,08:33-13:03
134,25.338221,82.001345,6,0.0833,10.9578,14.9578,10:57-14:57
135,25.270928,81.72896,10,0.2667,12.0445,17.0445,12:03-17:03
136,25.552253,81.864904,10,0.1,9.7809,13.7809,09:47-13:47
137,25.569609,81.806823,10,0.2,9.1611,14.1611,09:10-14:10
138,25.303147,81.862701,3,0.25,9.3583,14.3583,09:21-14:21
139,25.448527,81.778752,9,0.1,9.1523,13.1523,09:09-13:09
140,25.57855,81.936766,6,0.3333,11.0172,16.0172,11:01-16:01
141,25.313146,81.857712,8,0.1833,9.8883,14.8883,09:53-14:53
142,25.25904,81.857742,9,0.0833,8.7651,12.7651,08:46-12:46
143,25.603818,81.769681,2,0.25,12.1579,16.1579,12:09-16:09
144,25.273246,81.759198,5,0.2167,12.8382,17.3382,12:50-17:20
145,25.305293,81.870597,2,0.25,8.7759,12.7759,08:47-12:47
146,25.42322,81.976408,3,0.2833,10.6279,15.6279,10:38-15:38
147,25.350995,82.0132,5,0.2,11.925,15.925,11:56-15:56
148,25.25878,81.820695,9,0.3,9.4447,14.4447,09:27-14:27
149,25.303699,81.905377,9,0.1667,8.8735,13.8735,08:52-13:52
150,25.621929,81.874461,4,0.2167,8.6796,13.1796,08:41-13:11
151,25.475299,81.762154,4,0.1167,8.8987,12.8987,08:54-12:54
152,25.583967,81.72094,6,0.2333,8.3551,12.8551,08:21-12:51
153,25.483198,81.909947,10,0.15,11.9046,16.9046,11:54-16:54
154,25.353095,81.813953,10,0.2667,10.8516,14.8516,10:51-14:51
155,25.550629,81.949589,3,0.2833,8.9088,12.9088,08:55-12:55
156,25.40437,81.780827,2,0.3,11.7915,16.7915,11:47-16:47
157,25.423569,81.914428,8,0.3167,8.8293,13.8293,08:50-13:50
158,25.4118,81.804757,4,0.1,11.9585,16.9585,11:58-16:58
159,25.416342,81.69828,2,0.1167,10.6897,15.6897,10:41-15:41
160,25.456339,81.65307,1,0.3167,9.7786,14.7786,09:47-14:47
161,25.480335,81.885931,5,0.1833,9.8563,13.8563,09:51-13:51
162,25.575925,81.755862,4,0.0833,10.2042,14.2042,10:12-14:12
163,25.458217,82.044941,6,0.15,10.195,14.195,10:12-14:12
164,25.524044,81.869703,3,0.3,9.0897,14.0897,09:05-14:05
165,25.35459,81.814019,8,0.1667,9.8702,13.8702,09:52-13:52
166,25.308635,81.994522,7,0.1,11.9599,16.9599,11:58-16:58
167,25.522683,81.670749,5,0.2667,9.8556,14.8556,09:51-14:51
168,25.488976,81.692667,2,0.1333,10.3143,15.3143,10:19-15:19
169,25.361946,82.028527,6,0.1667,10.44,15.44,10:26-15:26
170,25.506257,81.822512,7,0.0833,10.5379,15.5379,10:32-15:32
171,25.402955,81.984636,4,0.2333,11.93,15.93,11:56-15:56
172,25.26482,81.828334,3,0.2,10.0554,15.0554,10:03-15:03
173,25.431769,81.965335,6,0.3,12.8981,17.3981,12:54-17:24
174,25.595313,81.771234,4,0.1667,9.9229,13.9229,09:55-13:55
175,25.509484,81.983493,5,0.1333,11.1453,16.1453,11:09-16:09
176,25.602052,81.899673,4,0.1167,11.1892,16.1892,11:11-16:11
177,25.308251,81.907318,4,0.1333,9.411,14.411,09:25-14:25
178,25.560931,81.839657,8,0.2,12.0358,16.0358,12:02-16:02
179,25.514076,81.776119,5,0.1,10.3891,15.3891,10:23-15:23
180,25.434937,81.737017,5,0.1833,12.7767,17.2767,12:47-17:17
181,25.569824,81.724764,7,0.3,11.1189,15.1189,11:07-15:07
182,25.498539,81.791317,4,0.2833,8.3355,12.8355,08:20-12:50
183,25.364382,81.836885,2,0.25,9.9629,13.9629,09:58-13:58
184,25.398598,81.939993,9,0.3167,8.4935,12.9935,08:30-12:00
185,25.448517,81.745137,1,0.2833,9.8422,13.8422,09:51-13:51
186,25.340532,81.676169,6,0.25,8.2973,12.7973,08:18-12:48
187,25.344828,81.94875,3,0.3,10.924,14.924,10:55-14:55
188,25.599346,81.968491,3,0.1,13.2261,17.7261,13:14-17:44
189,25.434102,81.753114,1,0.3,9.0576,14.0576,09:03-14:03
190,25.423103,82.025511,10,0.15,10.9407,15.9407,10:56-15:56
191,25.561945,81.787733,5,0.2667,8.2695,12.7695,08:16-12:46
192,25.443112,81.988858,4,0.3167,9.0501,13.0501,09:03-13:03
193,25.569209,81.989925,8,0.2,9.7961,14.7961,09:48-14:48
194,25.531367,81.656953,1,0.1,9.0213,14.0213,09:01-14:01
195,25.54191,82.015249,6,0.1667,10.126,15.126,10:08-15:08
196,25.476904,81.941884,5,0.1833,10.9618,14.9618,10:58-14:58
197,25.353848,81.780903,6,0.3167,11.8997,16.8997,11:54-16:54
198,25.550478,81.718612,2,0.3333,9.7737,14.7737,09:46-14:46
199,25.473093,81.964331,10,0.2333,8.7624,13.7624,08:46-13:46
200,25.372374,82.022642,3,0.3333,9.965,13.965,09:58-13:58
201,25.461843,81.680481,7,0.1833,13.1917,17.6917,13:12-17:42
202,25.583532,81.817035,8,0.1833,12.872,17.372,12:52-17:22
203,25.254462,81.845365,4,0.3,10.037,14.037,10:02-14:02
204,25.540156,81.993163,2,0.25,10.0922,14.0922,10:06-14:06
205,25.48996,81.851565,3,0.2167,8.7804,12.7804,08:47-12:47
206,25.443668,81.914092,9,0.2,12.8266,17.3266,12:50-17:20
207,25.541448,81.973773,10,0.2667,9.4156,14.4156,09:25-14:25
208,25.373542,81.70522,10,0.2833,10.585,15.585,10:35-15:35
209,25.513705,81.9292,3,0.2,9.9695,14.9695,09:58-14:58
210,25.303286,81.840461,7,0.0833,12.1171,17.1171,12:07-17:07
211,25.376129,81.665402,2,0.1,9.1838,13.1838,09:11-13:11
212,25.277681,81.748437,8,0.1167,9.6292,14.6292,09:38-14:38
213,25.482774,82.005624,5,0.2,12.2461,16.2461,12:15-16:15
214,25.478445,81.712835,8,0.2333,10.1272,15.1272,10:08-15:08
215,25.412112,81.727526,7,0.2833,9.6761,14.6761,09:41-14:41
216,25.425673,81.684543,10,0.1333,12.1662,17.1662,12:10-17:10
217,25.515385,81.941405,5,0.2833,11.1151,16.1151,11:07-16:07
218,25.54391,81.964154,4,0.25,10.1509,14.1509,10:09-14:09
219,25.583978,81.765997,6,0.0833,9.2173,13.2173,09:13-13:13
220,25.382554,81.890524,2,0.1667,12.9876,17.4876,12:59-17:29
221,25.421713,81.893352,2,0.15,10.0691,15.0691,10:04-15:04
222,25.336627,81.854191,6,0.3167,10.0075,15.0075,10:00-15:00
223,25.337935,81.668545,9,0.3167,9.6755,14.6755,09:41-14:41
224,25.591064,81.797079,6,0.3,9.9657,14.9657,09:58-14:58
225,25.415018,81.94503,8,0.2167,11.1599,15.1599,11:10-15:10
226,25.602835,81.751775,2,0.2,9.6497,14.6497,09:39-14:39
227,25.57375,81.870356,5,0.15,12.2309,17.2309,12:14-17:14
228,25.303696,81.793429,7,0.2833,11.8745,16.8745,11:52-16:52
229,25.307881,81.6877,4,0.1,9.1048,13.1048,09:06-13:06
230,25.486686,81.890519,1,0.15,11.1285,16.1285,11:08-16:08
231,25.49936,81.931748,1,0.1167,11.2181,16.2181,11:13-16:13
232,25.300957,81.929473,10,0.2,12.2035,17.2035,12:12-17:12
233,25.529868,81.823862,7,0.15,9.0368,14.0368,09:02-14:02
234,25.299698,81.742427,3,0.1333,9.0396,14.0396,09:02-14:02
235,25.526864,81.801168,3,0.1833,10.3336,15.3336,10:20-15:20
236,25.46101,81.767773,1,0.3,9.7375,14.7375,09:44-14:44
237,25.33943,81.868482,10,0.2167,10.3775,15.3775,10:23-15:23
238,25.464662,81.702317,2,0.3,10.1124,15.1124,10:07-15:07
239,25.527618,81.857743,8,0.3167,13.1479,17.6479,13:09-17:39
240,25.500508,81.904931,3,0.3167,9.9706,14.9706,09:58-14:58
241,25.524139,81.666841,4,0.1667,11.8556,16.8556,11:51-16:51
242,25.470009,81.721261,3,0.3167,8.8445,13.8445,08:51-13:51
243,25.44932,81.98302,9,0.3167,13.1782,17.6782,13:11-17:41
244,25.373526,81.8328,1,0.3333,10.0054,15.0054,10:00-15:00
245,25.338547,81.761659,4,0.1667,10.2951,15.2951,10:18-15:18
246,25.509172,81.757279,3,0.1333,10.1085,15.1085,10:07-15:07
247,25.310363,81.741179,3,0.2333,10.3751,15.3751,10:23-15:23
248,25.35211,81.903033,2,0.3167,11.1882,16.1882,11:11-16:11
249,25.303974,81.993781,10,0.3167,8.9048,12.9048,08:54-12:54
250,25.264727,81.941504,4,0.2333,9.8501,13.8501,09:51-13:51
251,25.392207,81.778135,5,0.1167,9.2924,14.2924,09:18-14:18
252,25.487807,81.783002,4,0.1833,10.0058,14.0058,10:00-14:00
253,25.359928,81.871342,10,0.2667,9.9754,14.9754,09:59-14:59
254,25.43795,82.021668,4,0.2167,12.1257,16.1257,12:08-16:08
255,25.442557,81.935371,4,0.1667,9.9823,14.9823,09:59-14:59
256,25.431198,81.642862,4,0.1667,8.9219,13.9219,08:55-13:55
257,25.506283,81.670709,4,0.0833,11.8808,16.8808,11:53-16:53
258,25.578181,81.969038,1,0.15,9.3891,14.3891,09:23-14:23
259,25.570091,81.912387,7,0.25,9.7139,14.7139,09:43-14:43
260,25.271738,81.723779,1,0.1333,12.8325,17.3325,12:50-17:20
261,25.472288,81.89919,3,0.3333,9.2441,14.2441,09:15-14:15
262,25.494641,81.717752,3,0.1,10.9135,15.9135,10:55-15:55
263,25.391929,81.968249,3,0.2333,9.7942,13.7942,09:48-13:48
264,25.555356,82.0145,8,0.2,8.3743,12.8743,08:22-12:52
265,25.570559,81.765444,6,0.3,11.7792,15.7792,11:47-15:47
266,25.526416,82.01727,10,0.3167,9.145,14.145,09:09-14:09
267,25.416058,81.944917,4,0.2167,9.5063,14.5063,09:30-14:30
268,25.547477,82.024899,10,0.25,8.9185,12.9185,08:55-12:55
269,25.543097,81.9517,1,0.2667,10.081,15.081,10:05-15:05
270,25.577325,81.867247,6,0.2167,9.5653,14.5653,09:34-14:34
271,25.619519,81.920114,8,0.1167,12.2199,16.2199,12:13-16:13
272,25.49379,81.971628,6,0.1833,10.7306,15.7306,10:44-15:44
273,25.558189,81.893542,10,0.1333,12.0903,16.0903,12:05-16:05
274,25.306179,81.753756,4,0.2,8.6589,13.1589,08:40-13:10
275,25.401171,81.763852,1,0.2333,12.1462,16.1462,12:09-16:09
276,25.343113,81.927337,8,0.1333,8.9957,12.9957,08:00-12:00
277,25.396115,81.942832,1,0.1333,9.1022,13.1022,09:06-13:06
278,25.359552,81.843898,8,0.3,10.2891,15.2891,10:17-15:17
279,25.566738,81.701317,8,0.1833,9.129,13.129,09:08-13:08
280,25.527666,81.708359,9,0.1333,11.2309,15.2309,11:14-15:14
281,25.555098,81.883311,5,0.2667,8.7925,12.7925,08:48-12:48
282,25.490545,81.978338,9,0.2667,10.1681,15.1681,10:10-15:10
283,25.446982,81.994628,2,0.3,12.2165,17.2165,12:13-17:13
284,25.436416,82.023446,5,0.2833,9.8631,13.8631,09:52-13:52
285,25.263451,81.754681,2,0.3333,11.0124,16.0124,11:01-16:01
286,25.26997,81.952941,8,0.2333,13.2139,17.7139,13:13-17:43
287,25.558424,81.889717,8,0.15,9.2301,13.2301,09:14-13:14
288,25.352124,81.940586,9,0.3,8.8139,12.8139,08:49-12:49
289,25.300224,81.823726,8,0.15,9.9245,14.9245,09:55-14:55
290,25.557969,81.946777,4,0.15,10.5991,15.5991,10:36-15:36
291,25.505174,81.713485,1,0.3,10.8608,14.8608,10:52-14:52
292,25.590128,81.904165,10,0.3167,11.9124,16.9124,11:55-16:55
293,25.569838,81.770488,5,0.1667,8.7616,12.7616,08:46-12:46
294,25.531679,81.922537,1,0.2667,9.3268,14.3268,09:20-14:20
295,25.503428,81.733957,10,0.3167,9.0312,13.0312,09:02-13:02
296,25.539658,81.765638,10,0.2833,9.5765,14.5765,09:35-14:35
297,25.509325,81.835791,5,0.0833,9.0745,14.0745,09:04-14:04
298,25.464808,81.75156,8,0.25,8.6392,13.1392,08:38-13:08
299,25.467133,81.661114,1,0.1167,9.9576,14.9576,09:57-14:57
300,25.355513,81.735353,1,0.3,9.8867,13.8867,09:53-13:53
301,25.453891,81.73756,3,0.1,10.7578,14.7578,10:45-14:45
302,25.53633,81.971854,7,0.3333,8.8533,12.8533,08:51-12:51
303,25.266575,81.803091,2,0.1167,8.9062,13.9062,08:54-13:54
304,25.328662,81.83567,1,0.1833,11.8391,16.8391,11:50-16:50
305,25.549132,81.689799,7,0.1333,9.7601,14.7601,09:46-14:46
306,25.249749,81.895352,8,0.3,10.8287,14.8287,10:50-14:50
307,25.318913,81.960282,8,0.1833,10.583,15.583,10:35-15:35
308,25.330853,81.706607,8,0.2667,9.0648,14.0648,09:04-14:04
309,25.42933,81.915314,9,0.1,11.2178,15.2178,11:13-15:13
310,25.55904,82.010774,7,0.2,10.1491,14.1491,10:09-14:09
311,25.308159,81.866074,6,0.3167,11.0339,16.0339,11:02-16:02
312,25.270343,81.951739,9,0.3167,9.8188,14.8188,09:49-14:49
313,25.45258,82.015288,4,0.1333,9.032,13.032,09:02-13:02
314,25.404689,81.884154,1,0.1833,8.7808,12.7808,08:47-12:47
315,25.396844,81.894375,8,0.1833,8.4654,12.9654,08:28-12:58
316,25.35841,82.008165,3,0.2333,8.9451,12.9451,08:57-12:57
317,25.325688,81.961576,10,0.2167,10.4639,15.4639,10:28-15:28
318,25.414447,81.790952,5,0.1,8.3899,12.8899,08:23-12:53
319,25.385764,82.028945,9,0.2833,11.0929,16.0929,11:06-16:06
320,25.610147,81.782036,1,0.1333,10.1705,15.1705,10:10-15:10
321,25.559621,81.766772,7,0.1667,10.6343,15.6343,10:38-15:38
322,25.297711,81.864729,5,0.3,13.0639,17.5639,13:04-17:34
323,25.413788,81.891739,5,0.2667,9.0192,14.0192,09:01-14:01
324,25.263192,81.803028,3,0.1833,12.7655,17.2655,12:46-17:16
325,25.505225,81.738449,10,0.3167,13.1115,17.6115,13:07-17:37
326,25.328682,81.67733,4,0.1833,9.0225,14.0225,09:01-14:01
327,25.478041,81.714802,9,0.2333,8.8854,12.8854,08:53-12:53
328,25.287169,81.811976,5,0.1333,9.4139,14.4139,09:25-14:25
329,25.362126,81.756169,1,0.1167,9.2178,13.2178,09:13-13:13
330,25.414619,81.942252,9,0.2,12.0622,17.0622,12:04-17:04
331,25.419145,81.652579,2,0.2333,8.988,12.988,08:59-12:59
332,25.477978,81.997795,3,0.2833,9.5605,14.5605,09:34-14:34
333,25.385397,81.691889,9,0.1833,9.9569,13.9569,09:57-13:57
334,25.560721,81.680618,9,0.3167,8.9851,13.9851,08:59-13:59
335,25.567221,82.005433,10,0.2333,8.8952,12.8952,08:54-12:54
336,25.297226,81.712076,5,0.1,9.9699,13.9699,09:58-13:58
337,25.514081,81.905286,8,0.2667,12.0928,16.0928,12:06-16:06
338,25.412184,81.676246,4,0.2333,8.77,12.77,08:46-12:46
339,25.596521,81.950789,8,0.1833,10.6475,15.6475,10:39-15:39
340,25.551959,81.791538,6,0.2,11.8915,16.8915,11:53-16:53
341,25.485026,81.910047,1,0.15,10.0913,15.0913,10:05-15:05
342,25.609363,81.795509,5,0.2333,13.0714,17.5714,13:04-17:34
343,25.480184,81.697847,5,0.2333,12.0763,17.0763,12:05-17:05
344,25.309593,81.753006,3,0.2,9.5541,14.5541,09:33-14:33
345,25.4758,81.633253,4,0.15,10.2296,14.2296,10:14-14:14
346,25.479688,81.67947,6,0.1833,9.5042,14.5042,09:30-14:30
347,25.561702,81.797121,1,0.2,12.1162,16.1162,12:07-16:07
348,25.433131,81.985332,2,0.2,13.1027,17.6027,13:06-17:36
349,25.323983,81.767639,8,0.15,10.8681,15.8681,10:52-15:52
350,25.501863,81.896048,4,0.2333,9.3917,14.3917,09:23-14:23
351,25.303274,81.714999,7,0.1333,10.962,14.962,10:58-14:58
352,25.522316,82.023963,6,0.2167,8.8888,12.8888,08:53-12:53
353,25.332861,81.797015,6,0.1,8.9334,13.9334,08:56-13:56
354,25.332207,81.790165,5,0.2,8.4455,12.9455,08:27-12:57
355,25.25404,81.889983,5,0.2833,9.5519,14.5519,09:33-14:33
356,25.382873,81.837909,9,0.3,10.8599,14.8599,10:52-14:52
357,25.448577,81.68498,10,0.2667,9.6521,14.6521,09:39-14:39
358,25.478067,81.699892,3,0.2667,8.9688,12.9688,08:58-12:58
359,25.269513,81.855386,7,0.1,9.1031,13.1031,09:06-13:06
360,25.363026,81.788066,10,0.1667,11.7907,15.7907,11:47-15:47
361,25.584755,81.770243,1,0.25,11.985,16.985,11:59-16:59
362,25.52822,81.942082,8,0.2833,12.7641,17.2641,12:46-17:16
363,25.553136,81.963938,5,0.2333,10.588,15.588,10:35-15:35
364,25.485916,81.880408,10,0.3,9.9219,14.9219,09:55-14:55
365,25.359999,81.717881,6,0.15,10.7246,15.7246,10:43-15:43
366,25.308069,81.925677,9,0.1167,10.9121,15.9121,10:55-15:55
367,25.450994,81.737062,2,0.1,10.5319,15.5319,10:32-15:32
368,25.395569,81.763759,2,0.2333,9.8787,13.8787,09:53-13:53
369,25.388215,81.937165,10,0.25,9.0601,13.0601,09:04-13:04
370,25.533505,81.765984,6,0.15,8.9835,12.9835,08:59-12:59
371,25.441674,81.763862,6,0.2833,12.9353,17.4353,12:56-17:26
372,25.410945,82.058432,2,0.2667,8.8518,12.8518,08:51-12:51
373,25.349877,81.955333,3,0.1667,12.8058,17.3058,12:48-17:18
374,25.365165,82.028807,9,0.1333,9.3099,14.3099,09:19-14:19
375,25.54317,82.027577,4,0.2667,9.2495,14.2495,09:15-14:15
376,25.478058,81.908855,6,0.25,8.4562,12.9562,08:27-12:57
377,25.58504,81.776172,4,0.1167,8.751,13.751,08:45-13:45
378,25.264058,81.924509,3,0.15,9.2265,14.2265,09:14-14:14
379,25.31683,81.96494,2,0.2,11.76,15.76,11:46-15:46
380,25.418734,81.699047,10,0.2167,9.9593,14.9593,09:58-14:58
381,25.308824,81.797673,10,0.1167,10.1087,15.1087,10:07-15:07
382,25.488714,81.821441,2,0.3333,10.2073,14.2073,10:12-14:12
