order_date,weather_condition,traffic_level,area_type,distance_km,historical_orders,holiday_flag,peak_hour,rider_count,demand_orders,delivery_time_minutes
2024-01-03 20:00:00,2,2,1,19.457338720695248,162,1,0,65,156,73.80826814311203
2024-01-03 21:00:00,1,0,2,12.74951420408369,438,1,0,58,330,80.75632799102466
2024-01-03 22:00:00,0,0,0,8.225419718356257,188,1,0,61,163,53.61923446887557
2024-01-03 23:00:00,2,0,1,14.135194513243135,265,0,1,20,229,68.5861843804204
2024-01-04 00:00:00,2,2,2,13.529728542568916,363,0,0,36,245,50.56902330520772
2024-01-04 01:00:00,1,1,1,1.2631050746212562,323,1,0,71,289,40.536077839289625
2024-01-04 02:00:00,0,0,0,9.87925663893083,377,1,1,18,316,71.99322875371854
2024-01-04 03:00:00,0,1,2,15.115168454765588,398,0,1,91,329,52.146573324291296
2024-01-04 04:00:00,0,1,2,10.481787696701453,233,1,0,45,201,44.252489735344085
2024-01-04 05:00:00,2,2,0,15.812801582772398,455,0,0,55,309,55.73813682940526
2024-01-04 06:00:00,2,1,0,9.566790232124674,361,1,1,93,359,43.59044881294753
2024-01-04 07:00:00,2,0,2,19.68311035510748,243,1,0,38,226,79.83426682062138
2024-01-04 08:00:00,1,2,0,6.564940194873885,328,0,0,77,230,49.65185854561238
2024-01-04 09:00:00,0,2,1,2.750329554775397,321,0,1,88,280,42.0367938156197
2024-01-04 10:00:00,2,2,0,9.17022422192785,349,1,0,50,283,44.71720382657187
2024-01-04 11:00:00,2,2,0,11.29247147260446,121,0,1,37,147,46.79833227289301
2024-01-04 12:00:00,2,1,2,7.632780901966768,245,1,1,73,292,26.83549155002535
2024-01-04 13:00:00,2,2,0,5.603342042241221,319,0,0,33,244,34.568298417727966
2024-01-04 14:00:00,0,2,2,13.769115136324292,442,0,1,25,404,64.107905551493
2024-01-04 15:00:00,0,2,1,8.16537689726879,380,0,0,31,282,46.24488067059008
2024-01-04 16:00:00,1,2,0,12.9960020529121,289,1,0,56,205,65.73129471741903
2024-01-04 17:00:00,2,1,0,15.802357523376742,157,1,0,26,162,37.49898321008997
2024-01-04 18:00:00,2,1,2,15.45904992744045,449,1,0,10,339,44.964803424595466
2024-01-04 19:00:00,0,1,2,8.130876902078136,446,0,0,40,338,35.98407834706463
2024-01-04 20:00:00,0,1,0,11.79006635005332,341,1,1,98,323,45.19483794108872
2024-01-04 21:00:00,0,0,2,9.543506264412104,349,0,1,21,267,62.11670459583184
2024-01-04 22:00:00,0,0,0,17.545299801483544,149,0,1,29,161,82.21528373316228
2024-01-04 23:00:00,2,1,1,17.696411116199986,130,0,0,28,85,53.82073742019386
2024-01-05 00:00:00,0,2,0,7.531090074872699,319,0,1,14,281,41.65225502874135
2024-01-05 01:00:00,2,2,1,2.743011509695884,398,1,0,24,325,39.49572956007587
2024-01-05 02:00:00,2,1,1,4.184067183156371,66,1,0,34,93,18.76605918849725
2024-01-05 03:00:00,2,1,2,7.973033100486791,242,1,1,44,266,22.272516823139767
2024-01-05 04:00:00,2,0,2,11.720749140496824,261,0,1,64,250,66.32562561208148
2024-01-05 05:00:00,0,2,2,13.478953208324157,402,1,1,72,374,57.61295085595962
2024-01-05 06:00:00,2,0,2,7.296049879434005,175,0,0,56,120,57.49772278469384
2024-01-05 07:00:00,0,1,0,13.68248327285573,359,1,0,76,286,45.12018472051057
2024-01-05 08:00:00,1,2,1,18.817059689801365,175,1,1,91,205,83.76146364930732
2024-01-05 09:00:00,2,1,0,13.388268416210058,179,1,1,73,209,45.77812619011701
2024-01-05 10:00:00,2,1,1,4.012739359442674,194,1,0,31,193,38.61790319437499
2024-01-05 11:00:00,0,2,1,12.013709346574924,305,1,1,89,330,52.02022241975188
2024-01-05 12:00:00,2,1,1,11.296014818572672,72,1,0,88,106,36.08123047639063
2024-01-05 13:00:00,2,1,0,17.543302107069994,263,0,0,78,190,46.34817856963559
2024-01-05 14:00:00,2,1,2,7.655758049046512,178,0,0,86,126,25.689498977406053
2024-01-05 15:00:00,2,1,0,9.03596659107692,61,0,0,83,47,34.44027829272145
2024-01-05 16:00:00,1,2,1,12.37452205424338,190,1,0,89,178,58.73538452783389
2024-01-05 17:00:00,1,2,0,10.964080923098484,317,0,1,11,260,55.33929025970248
2024-01-05 18:00:00,0,1,1,14.66131525569831,106,1,1,34,149,50.13433606875423
2024-01-05 19:00:00,1,1,2,1.7673908273374206,135,0,1,70,146,40.28011978767576
2024-01-05 20:00:00,1,1,2,11.706804364932236,323,1,0,14,249,44.730594941230585
2024-01-05 21:00:00,2,2,0,3.31176596707363,152,1,1,37,180,33.79512886999819
2024-01-05 22:00:00,1,1,2,6.988970857874706,388,0,1,90,308,41.50810353295129
2024-01-05 23:00:00,0,2,1,13.570910369115415,399,1,1,75,393,47.69884628191549
2024-01-06 00:00:00,1,1,1,3.990869811251376,192,1,0,24,204,35.18752936241364
2024-01-06 01:00:00,1,1,2,6.867994874587948,472,0,1,64,380,48.57308988846916
2024-01-06 02:00:00,2,0,2,14.357123173870928,383,0,1,47,319,72.24944331123254
2024-01-06 03:00:00,2,2,2,13.365299608009844,378,0,0,32,279,42.59109774265312
2024-01-06 04:00:00,2,1,0,2.729753714985023,466,0,1,91,358,20.530584809496133
2024-01-06 05:00:00,2,0,0,11.968101376354154,225,0,1,23,209,70.15065829389653
2024-01-06 06:00:00,1,2,1,3.797834776454149,182,1,0,41,207,55.27731164725721
2024-01-06 07:00:00,1,0,0,5.793156195575361,393,1,1,53,363,65.77513725312305
2024-01-06 08:00:00,2,2,0,9.725014294079797,313,0,0,79,217,42.8721045614053
2024-01-06 09:00:00,0,2,1,3.0775896426655933,196,1,1,91,225,38.794632881950605
2024-01-06 10:00:00,2,0,1,19.87929239045277,485,0,0,67,334,83.21714269449447
2024-01-06 11:00:00,2,1,2,4.142021660026021,61,1,0,13,91,19.909660105530985
2024-01-06 12:00:00,2,2,2,15.844939940143483,377,1,0,71,310,57.08050758614578
2024-01-06 13:00:00,2,2,0,16.766938055441276,441,1,0,69,307,57.32787200233352
2024-01-06 14:00:00,1,1,1,19.894815428024025,104,0,1,84,134,73.25056699789046
2024-01-06 15:00:00,2,1,0,9.1444111391931,279,1,0,68,216,30.864857164142165
2024-01-06 16:00:00,0,1,0,17.607795882647462,171,0,0,84,133,49.79980397467724
2024-01-06 17:00:00,0,2,1,19.19324934132017,398,0,1,38,329,58.494517169285935
2024-01-06 18:00:00,2,2,1,4.284988752998675,282,0,1,28,250,35.35915737370289
2024-01-06 19:00:00,1,2,1,10.10928569213112,211,1,1,26,242,55.195520173346736
2024-01-06 20:00:00,1,1,1,2.1402055582656665,131,1,0,13,120,33.027383602843095
2024-01-06 21:00:00,2,2,0,12.79375622845983,498,1,1,53,426,50.5126803730288
2024-01-06 22:00:00,2,0,0,12.04671698027476,96,0,0,13,82,60.99535664164263
2024-01-06 23:00:00,2,1,0,4.878399408600746,413,0,1,68,328,26.6797665253982
2024-01-07 00:00:00,2,2,1,16.160152418988396,340,0,1,21,266,70.10070629870896
2024-01-07 01:00:00,2,2,2,1.7081057325072575,209,0,1,56,205,36.96452604992473
2024-01-07 02:00:00,0,2,0,16.318319158423584,228,0,0,16,168,57.59477700785844
2024-01-07 03:00:00,0,2,2,1.50626053211348,411,0,0,94,286,29.28516584836561
2024-01-07 04:00:00,2,0,2,13.479747430590654,257,1,0,21,224,62.58385875768634
2024-01-07 05:00:00,2,1,2,2.4966207643831244,439,0,0,80,309,11.899756360981582
2024-01-07 06:00:00,1,0,1,5.773284866934136,442,1,0,63,361,67.50890165617844
2024-01-07 07:00:00,2,1,1,14.71635363692488,89,0,0,67,79,46.90267730930057
2024-01-07 08:00:00,2,1,0,6.327691192882349,263,0,0,72,194,28.5884008645716
2024-01-07 09:00:00,2,1,0,10.71230312563696,481,1,0,24,394,37.42711140491463
2024-01-07 10:00:00,1,2,1,18.38971712088217,401,1,0,46,353,67.31922434894926
2024-01-07 11:00:00,2,2,1,1.9430527266949884,203,1,0,65,191,19.79852731755787
2024-01-07 12:00:00,0,1,2,16.410516080977796,387,1,0,82,309,56.0121945930394
2024-01-07 13:00:00,0,1,1,2.2401679728013013,342,1,0,89,248,23.95941384455244
2024-01-07 14:00:00,2,0,1,3.4091020423968565,485,1,1,40,403,51.28411638331056
2024-01-07 15:00:00,0,0,1,3.267062973895006,445,1,1,24,408,46.66391298843714
2024-01-07 16:00:00,2,2,1,19.8879433810038,215,0,1,11,195,63.21569963672504
2024-01-07 17:00:00,0,2,2,4.423540067299134,321,0,1,22,264,36.29496566521469
2024-01-07 18:00:00,0,2,0,18.03847507886909,494,0,0,14,357,74.05728331167116
2024-01-07 19:00:00,0,1,2,19.82771109598453,73,0,1,57,115,67.69404109114451
2024-01-07 20:00:00,2,0,1,8.291910637833661,450,1,1,42,411,51.40491471570091
2024-01-07 21:00:00,1,1,1,12.989922327045024,164,1,0,41,146,56.717283658445794
2024-01-07 22:00:00,2,2,0,15.80273382150864,400,0,0,62,319,60.70688743888298
2024-01-07 23:00:00,2,1,0,8.460256554887957,309,1,1,30,304,36.86841996902896
2024-01-08 00:00:00,2,2,0,4.074468669458339,355,0,1,75,316,29.207038066981337
2024-01-08 01:00:00,0,2,2,9.241492132058662,413,1,0,70,324,50.40715085339588
2024-01-08 02:00:00,0,2,0,15.665865255055948,275,0,1,63,221,62.01205805588285
2024-01-08 03:00:00,2,1,1,15.834492492219658,151,0,0,84,107,46.20665573517273
2024-01-08 04:00:00,0,2,1,5.380237051247353,180,0,1,50,225,27.688496429105648
2024-01-08 05:00:00,2,1,1,4.324347157924184,313,1,0,96,278,20.88115721431906
2024-01-08 06:00:00,0,1,2,18.490653339906643,61,0,0,47,40,55.04077027768398
2024-01-08 07:00:00,2,1,0,1.8359815806079007,468,0,1,42,388,22.196121331570644
2024-01-08 08:00:00,0,2,0,14.96003103953665,371,0,1,17,303,58.787133633893006
2024-01-08 09:00:00,2,2,0,1.882006323488326,230,1,1,45,264,35.07864997834851
2024-01-08 10:00:00,1,2,0,16.920100966358767,398,0,0,42,317,66.35888845133624
2024-01-08 11:00:00,2,2,1,18.202881453385935,210,1,1,38,226,68.13077812156506
2024-01-08 12:00:00,2,2,2,6.650963360352881,163,1,0,66,159,35.082169375672365
2024-01-08 13:00:00,2,2,0,2.404777226817254,67,0,0,81,54,26.747287419295077
2024-01-08 14:00:00,1,1,1,10.133006190601144,153,1,1,70,189,48.683643945325706
2024-01-08 15:00:00,1,1,1,6.670797698164059,235,1,1,99,245,35.021408822889924
2024-01-08 16:00:00,2,2,2,8.925586713397202,391,1,0,96,317,43.3077291955209
2024-01-08 17:00:00,0,2,0,13.634723616284925,142,1,1,64,176,71.49353747577084
2024-01-08 18:00:00,1,0,2,4.986694683025622,350,0,0,61,265,59.94170845893409
2024-01-08 19:00:00,0,0,0,7.782079820767641,192,1,0,52,171,58.12942666063063
2024-01-08 20:00:00,0,1,2,15.8686873155608,192,0,1,35,181,54.69788251084221
2024-01-08 21:00:00,2,1,0,13.231477049103612,350,1,0,11,266,41.03435541858381
2024-01-08 22:00:00,2,2,0,7.199234331873535,149,1,0,64,127,44.47557960723421
2024-01-08 23:00:00,1,1,2,13.621730404938642,111,0,1,99,118,49.37057849689901
2024-01-09 00:00:00,1,1,0,15.540945534947364,133,1,0,27,123,55.08835964817351
2024-01-09 01:00:00,0,0,2,12.257226038102962,477,1,0,59,353,70.71321421641312
2024-01-09 02:00:00,2,1,2,5.550439817519162,325,0,0,90,244,8.981879346589373
2024-01-09 03:00:00,2,0,0,1.0046605197278682,216,1,1,54,270,35.08241924467482
2024-01-09 04:00:00,0,2,0,16.254133032777347,344,0,1,24,287,52.892647267225215
2024-01-09 05:00:00,1,2,2,16.630037551007124,178,0,0,16,106,73.57068012278442
2024-01-09 06:00:00,1,1,1,14.254485526492878,413,1,1,90,362,55.94547359684988
2024-01-09 07:00:00,0,1,2,2.455037695984662,116,0,1,92,135,17.546423022290963
2024-01-09 08:00:00,0,2,1,12.119223462652878,96,1,1,36,159,54.8751331291153
2024-01-09 09:00:00,2,1,1,16.59939275416054,423,1,1,49,355,52.07779525220637
2024-01-09 10:00:00,2,1,2,8.403698082055147,359,0,0,26,209,24.83959372679928
2024-01-09 11:00:00,1,1,2,4.762013950184828,197,1,1,41,229,38.80596677251418
2024-01-09 12:00:00,0,1,2,12.164918647587944,299,0,1,25,273,45.40685924723036
2024-01-09 13:00:00,2,1,1,16.69982591871668,186,1,0,72,194,51.27366689052674
2024-01-09 14:00:00,2,2,2,1.9285292154342455,144,0,0,87,88,20.851464291074706
2024-01-09 15:00:00,0,1,2,12.34207312605398,287,0,1,69,273,39.43808232591562
2024-01-09 16:00:00,2,1,0,13.220302111447497,333,0,0,91,228,40.63329075209408
2024-01-09 17:00:00,2,2,0,12.444973747617311,369,0,1,95,285,49.59990480344173
2024-01-09 18:00:00,0,0,0,13.350640000503924,84,0,0,61,95,83.13651465013997
2024-01-09 19:00:00,0,1,2,12.996130844478936,345,0,0,89,209,49.98849943282264
2024-01-09 20:00:00,0,1,2,3.477673814626632,430,1,1,58,387,24.8067355323958
2024-01-09 21:00:00,2,2,2,5.463798762029391,407,1,1,58,362,34.10689685379643
2024-01-09 22:00:00,0,0,1,12.760886100491192,307,1,1,89,312,68.98426108561173
2024-01-09 23:00:00,2,2,1,1.3361700615986447,436,1,0,35,364,21.3938775622846
2024-01-10 00:00:00,2,2,0,13.060145855741643,319,0,1,60,237,49.58504074702687
2024-01-10 01:00:00,0,1,1,13.642345851915607,404,0,0,52,270,57.21607993534259
2024-01-10 02:00:00,0,2,1,5.544320437371511,373,0,0,79,280,28.160311940987405
2024-01-10 03:00:00,1,1,1,12.364523765309652,96,0,0,80,50,54.81401642218195
2024-01-10 04:00:00,0,2,0,11.147711153751526,143,1,1,18,159,62.539003342807206
2024-01-10 05:00:00,0,2,0,5.953139414909162,231,0,0,53,153,50.54933117559254
2024-01-10 06:00:00,2,0,1,9.796506225620336,491,0,1,73,381,64.02137665606067
2024-01-10 07:00:00,2,1,2,18.28286605883145,239,0,0,99,183,51.80652499487302
2024-01-10 08:00:00,2,1,0,9.105452828737777,100,1,0,11,111,37.6924109918326
2024-01-10 09:00:00,2,2,1,12.967039360710531,255,1,0,45,204,52.55948937855025
2024-01-10 10:00:00,1,2,2,1.6716655997731895,353,1,0,12,306,51.78482911913324
2024-01-10 11:00:00,2,2,2,2.478202153119877,460,1,0,63,362,33.55212813007647
2024-01-10 12:00:00,1,1,0,2.544853392763051,382,0,1,30,289,31.357339938351807
2024-01-10 13:00:00,0,1,2,15.786574508902463,488,1,0,76,368,61.37093445719616
2024-01-10 14:00:00,0,2,0,7.654881001265601,174,1,1,18,201,44.16037130078502
2024-01-10 15:00:00,0,1,1,5.324622078950454,261,0,1,21,272,25.31066681385627
2024-01-10 16:00:00,0,0,0,15.19916680058273,418,1,1,81,379,77.18942367714908
2024-01-10 17:00:00,2,2,2,4.229241188567315,482,1,0,46,351,37.73321369073759
2024-01-10 18:00:00,2,2,0,5.683357976335332,457,0,1,94,367,35.950778251693606
2024-01-10 19:00:00,0,2,0,9.187697422130396,315,1,0,46,274,49.20909531184681
2024-01-10 20:00:00,2,2,1,7.297323311277652,184,1,0,76,167,47.9856770362186
2024-01-10 21:00:00,2,1,2,12.12245200969624,421,1,1,65,406,38.2719960353802
2024-01-10 22:00:00,0,0,0,7.418971762422105,322,1,0,94,280,63.72311009690006
2024-01-10 23:00:00,2,1,1,8.466081081318947,327,0,0,72,242,37.874917425167816
2024-01-11 00:00:00,1,2,1,17.394845556740233,364,0,0,35,268,71.02087560700363
2024-01-11 01:00:00,1,1,1,17.806097352932046,349,1,0,97,309,65.44599815410018
2024-01-11 02:00:00,1,2,1,16.726512625454742,316,0,0,55,242,80.85040387960886
2024-01-11 03:00:00,2,1,1,17.43178772138802,347,0,1,62,271,55.46608807942084
2024-01-11 04:00:00,2,1,0,11.824844717443224,328,1,1,69,298,35.923455733476395
2024-01-11 05:00:00,1,0,0,13.278431080276295,423,1,0,41,347,80.23090092695914
2024-01-11 06:00:00,2,1,2,11.58629016454387,493,0,0,71,327,20.134722921285984
2024-01-11 07:00:00,1,2,0,15.92617359700548,263,0,1,56,211,77.3267573165691
2024-01-11 08:00:00,1,0,2,11.46900922946744,111,1,1,70,185,80.67102232636506
2024-01-11 09:00:00,1,1,2,3.1104623264648303,416,0,1,13,332,27.44085894023705
2024-01-11 10:00:00,2,2,2,16.38202228868034,103,0,0,11,86,61.33897961934764
2024-01-11 11:00:00,2,1,0,15.451118242873193,387,1,1,32,372,46.82060108266954
2024-01-11 12:00:00,1,1,1,16.58571131036988,424,1,1,64,387,66.44450019046319
2024-01-11 13:00:00,2,2,2,4.618159804405475,414,1,1,50,397,37.13563382483386
2024-01-11 14:00:00,2,0,1,6.160724001584374,161,1,0,77,162,51.43094957793635
2024-01-11 15:00:00,0,1,2,6.61928224800707,318,0,1,46,289,26.549584980275142
2024-01-11 16:00:00,1,2,0,10.6535301875278,373,1,0,20,273,58.428437622211575
2024-01-11 17:00:00,0,2,2,3.543664599105736,156,0,0,45,106,34.398840826391066
2024-01-11 18:00:00,0,0,0,8.322253312222479,332,0,0,24,204,52.58584890565109
2024-01-11 19:00:00,2,1,1,4.461005060501563,420,1,0,76,327,24.146345609248517
2024-01-11 20:00:00,0,2,0,6.030491547621993,217,0,0,39,131,45.55772986518424
2024-01-11 21:00:00,1,2,1,14.42136505661012,123,1,1,66,156,64.4199329922531
2024-01-11 22:00:00,2,2,0,17.24141197002834,285,1,0,71,240,60.994234622410886
2024-01-11 23:00:00,0,0,2,1.4352114653464931,141,0,0,96,130,50.81311104613624
2024-01-12 00:00:00,1,0,2,11.752042303745007,134,0,1,42,150,81.58762888712185
2024-01-12 01:00:00,0,1,0,1.6851354791830755,421,0,1,74,349,19.35933500329136
2024-01-12 02:00:00,0,2,1,2.6197356552194555,124,1,0,10,98,46.58479298613837
2024-01-12 03:00:00,0,1,1,14.396596657668072,133,1,1,12,217,48.95883741150154
2024-01-12 04:00:00,2,1,1,14.976554023540215,294,1,1,18,300,38.81239744471686
2024-01-12 05:00:00,2,2,0,16.465632790283177,277,0,0,41,216,55.80358675514372
2024-01-12 06:00:00,1,1,0,10.010588723635792,132,1,0,86,123,42.42758592966861
2024-01-12 07:00:00,1,2,0,17.336342158307577,443,1,1,54,413,72.51343099322536
2024-01-12 08:00:00,1,0,0,4.169927541190862,64,0,1,66,66,69.55662149728671
2024-01-12 09:00:00,1,1,1,5.74461185906505,350,0,0,30,251,44.10098154345853
2024-01-12 10:00:00,0,0,1,3.555540804437455,230,1,1,32,265,60.07917054767316
2024-01-12 11:00:00,0,2,0,16.153207951055656,387,1,1,86,394,63.18544406902791
2024-01-12 12:00:00,0,2,0,5.34482724934576,312,1,0,35,299,46.88164409085065
2024-01-12 13:00:00,0,0,1,3.954713612407617,463,0,0,98,340,46.3783610868114
2024-01-12 14:00:00,0,1,1,12.839103064173068,127,1,0,81,105,39.97646230746162
2024-01-12 15:00:00,0,2,2,2.4645585008528137,278,1,1,39,275,36.95480155179571
2024-01-12 16:00:00,1,2,0,1.8531052671832784,282,0,1,78,238,48.05781156430446
2024-01-12 17:00:00,2,1,2,3.027635322496719,79,1,0,33,119,25.042258655353223
2024-01-12 18:00:00,2,0,1,1.0045767957561842,423,1,1,83,385,36.13696624649968
2024-01-12 19:00:00,2,0,1,14.242812930214056,204,1,1,92,238,76.12287196590219
2024-01-12 20:00:00,0,1,0,11.682471112575094,354,0,0,73,288,32.415898894332855
2024-01-12 21:00:00,2,1,2,4.987627071716753,234,0,1,44,211,33.16267508922967
2024-01-12 22:00:00,2,2,1,5.427094011574321,497,0,0,31,327,29.208088291257404
2024-01-12 23:00:00,0,1,2,16.408403370930753,406,0,0,48,294,60.7454847649199
2024-01-13 00:00:00,2,2,2,10.534582201345708,496,1,1,64,419,42.885908633107846
2024-01-13 01:00:00,0,1,2,14.272038784553054,481,0,1,16,371,49.32580829464788
2024-01-13 02:00:00,2,2,2,9.602353574223397,304,0,1,71,262,43.72421094901308
2024-01-13 03:00:00,2,1,2,5.516642494395054,218,0,0,48,197,18.362761113069038
2024-01-13 04:00:00,1,1,0,19.43765321297523,130,0,0,29,84,69.31495726670079
2024-01-13 05:00:00,2,2,0,11.747303704132552,335,1,1,65,337,42.4204564753268
2024-01-13 06:00:00,2,2,2,3.488656171590336,259,0,0,75,176,28.877618539908976
2024-01-13 07:00:00,0,0,0,8.715710801494229,308,1,1,24,308,75.43991093583506
2024-01-13 08:00:00,0,0,1,7.257410826991113,86,0,1,83,137,60.36812775911184
2024-01-13 09:00:00,2,1,2,5.0676619031819055,335,1,1,30,339,23.11474086035641
2024-01-13 10:00:00,0,1,0,18.73535979556493,103,0,1,88,122,61.453013062849
2024-01-13 11:00:00,2,0,0,17.7374799137353,418,0,0,43,287,78.30299000848562
2024-01-13 12:00:00,2,0,1,4.783795213882212,261,0,1,44,263,44.30546500755712
2024-01-13 13:00:00,0,0,1,7.690809892054818,391,1,0,14,348,54.79429008131964
2024-01-13 14:00:00,0,1,1,15.483992441745611,149,0,1,65,156,57.36501963651168
2024-01-13 15:00:00,0,0,1,4.961614914664098,134,1,0,92,151,56.27367680615819
2024-01-13 16:00:00,0,1,2,12.239732389480643,262,1,1,16,295,55.22215110754747
2024-01-13 17:00:00,1,2,0,14.296084900371516,440,1,0,62,333,58.9080811017727
2024-01-13 18:00:00,0,0,0,13.42547418850456,313,0,0,53,215,78.16046516028501
